ZipCode,Population,HouseholdsPerZipCode,WhitePopulation,BlackPopulation,HispanicPopulation,AsianPopulation,HawaiianPopulation,IndianPopulation,OtherPopulation,MalePopulation,FemalePopulation,PersonsPerHousehold,AverageHouseValue,IncomePerHousehold,MedianAge,MedianAgeMale,MedianAgeFemale,NumberOfBusinesses,NumberOfEmployees,BusinessFirstQuarterPayroll,BusinessAnnualPayroll,GrowthRank,GrowingCountiesA,GrowingCountiesB,GrowthIncreaseNumber,GrowthIncreasePercentage,CBSAPopulation,CBSADivisionPopulation,DeliveryResidential,DeliveryBusiness,DeliveryTotal,PopulationEstimate,LandArea,WaterArea,BoxCount,SFDU,MFDU,MarketRatingAreaID,CityType_B,CityType_C,CityType_N,CityType_P,CityType_U,CityType_Z,CityDeliveryIndicator_N,CityDeliveryIndicator_Y,MedicareCBSAType_Metro,MedicareCBSAType_Micro,UBS_Open_Branch
64112,8147,4828,7046,322,310,779,12,60,114,4111,4036,1.65,295200,68981,32.5,33.2,31.7,575,13252,208140,842241,0,0,0,0,0.0,2035334,0,5705,520,8748,9413,1.475,0.0,128,1714,3711,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
66211,4276,2081,3985,128,84,172,5,24,23,1960,2316,2.02,470000,99271,51.0,50.2,51.9,1045,28524,553252,2211936,0,0,0,0,0.0,2035334,0,2484,987,8597,5017,4.4510000000000005,0.033,0,648,1262,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
67207,26978,11396,17179,5364,2707,3992,97,597,1236,13188,13790,2.36,133900,47134,31.1,30.7,31.6,691,10951,78845,319490,0,0,0,0,0.0,623061,0,12241,666,14362,28888,10.049,0.051,0,5521,2525,6,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
68154,22692,9876,20631,894,844,1156,31,119,261,10956,11736,2.29,192700,70292,37.4,35.6,39.0,1164,27345,413677,1678064,0,0,0,0,0.0,865350,0,10451,826,12037,23932,6.555,0.077,252,5597,3902,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
68516,38956,15284,36798,911,1047,1372,47,275,381,18813,20143,2.54,209400,78174,37.5,36.1,38.8,1310,16442,131208,546282,0,0,0,0,0.0,302157,0,18522,971,18697,47045,19.043,0.034,0,8048,1391,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
70503,27816,10838,24344,2370,861,1055,23,169,293,13593,14223,2.41,225000,67157,34.8,32.9,36.9,1690,22086,213091,881214,0,0,0,0,0.0,273738,0,12102,2000,13773,29165,11.856,0.111,0,9280,2348,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
70806,28706,12907,13760,14243,830,517,32,161,352,13222,15484,2.16,196100,40641,33.9,32.8,35.1,1278,20298,193048,817876,0,0,0,0,0.0,802484,0,14167,2226,16580,30600,8.876,0.0,0,7754,5176,5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
72211,21288,9933,14351,4880,892,1835,26,163,426,9807,11481,2.13,181000,62167,33.7,32.8,34.7,1004,16889,168044,708900,0,0,0,0,0.0,699757,0,11693,1052,13701,24906,7.526,0.065,0,6488,4327,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
73142,10707,4843,8299,1554,411,743,26,486,150,4951,5756,2.19,218500,61740,36.7,35.2,37.9,355,6070,66660,253785,0,0,0,0,0.0,1252987,0,7656,299,7921,16766,9.779,0.16399999999999998,0,4522,861,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
74136,30703,13773,21508,5515,3032,1459,73,2500,1674,14640,16063,2.06,206300,39554,33.8,32.1,35.8,1185,26532,369498,1430216,0,0,0,0,0.0,937478,0,15742,1130,17968,32428,8.081,0.412,0,5717,5795,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
75024,36039,15370,22288,2775,2704,11028,60,304,792,17582,18457,2.34,330100,88525,34.6,34.6,34.6,1866,69042,1909996,6889508,26,782341,812226,29885,3.8,6371773,4230520,19013,1793,20389,44490,12.637,0.121,0,7789,10565,8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
75201,9409,5821,7102,1627,1043,445,16,110,328,5070,4339,1.48,458300,84817,31.1,32.9,29.3,2213,68981,2138826,7639203,0,0,0,0,0.0,6371773,4230520,11156,2136,15035,16510,1.445,0.0,0,49,10649,8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
75701,34373,13372,22966,8398,5830,505,45,306,2786,15800,18573,2.41,123000,46025,33.1,30.1,36.2,1385,29030,327085,1426918,0,0,0,0,0.0,209714,0,14369,1765,15854,34629,15.717,0.026,0,11427,2538,22,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
76102,8111,3162,5080,2338,1569,164,13,81,604,4649,3462,1.8,189600,56859,32.9,33.5,32.1,1571,36397,779169,3007652,0,0,0,0,0.0,6371773,2195694,4310,1681,6193,7758,4.315,0.195,145,862,2859,8,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
76712,23506,9276,20277,1629,2502,911,42,211,873,11016,12490,2.46,174700,66944,41.2,39.3,43.2,877,24676,254587,1092998,0,0,0,0,0.0,234906,0,10954,1053,11902,26946,50.325,5.756,0,7600,1158,24,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
76903,31905,12217,25189,1872,17834,322,84,543,5014,15536,16369,2.54,72800,35984,34.8,33.0,36.7,1039,14938,152679,639679,0,0,0,0,0.0,111823,0,13037,1705,14647,33113,26.634,0.005,0,9335,1524,18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
77002,16793,3080,8842,6687,3248,366,16,82,1001,13839,2954,1.31,229700,68229,33.4,33.5,32.9,2708,97041,4202146,12990674,0,0,0,0,0.0,5946800,0,6575,3395,9817,8613,2.019,0.049,0,52,6057,10,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
77027,14331,8477,12052,769,1805,1197,29,90,482,7002,7329,1.69,629600,88471,36.9,36.7,37.2,2047,39896,865722,3366999,0,0,0,0,0.0,5946800,0,12111,2158,14376,20467,2.862,0.015,0,2386,9388,10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
77056,18673,10372,14948,972,2536,2395,17,113,673,9323,9350,1.79,628800,98862,41.3,40.2,42.7,2764,69847,1942770,6675225,0,0,0,0,0.0,5946800,0,14209,2249,18647,25434,3.46,0.013,109,2930,10788,10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
77058,16406,8558,12334,1393,3155,1933,45,256,1048,8150,8256,1.92,166400,50981,35.9,34.6,37.4,1048,17843,292572,1177049,0,0,0,0,0.0,5946800,0,9957,1457,13175,19117,8.25,0.934,0,1438,7191,10,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
77380,23136,10186,19792,1307,3949,1154,62,230,1232,11388,11748,2.27,198600,68597,36.9,35.2,38.9,2188,42775,1193335,3658781,35,455761,471734,15973,3.5,5946800,0,13647,2517,25437,30978,12.429,0.208,0,1409,6712,10,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
77479,74514,24076,40126,5505,6736,28772,126,458,1860,36489,38025,3.09,327200,133200,39.0,38.6,39.2,2215,24371,273688,1074065,32,585377,606953,21576,3.7,5946800,0,30131,1178,34941,93104,33.061,1.5519999999999998,0,2919,2718,10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
77706,28258,12693,20756,5436,2127,1533,49,213,842,13399,14859,2.21,166300,61172,39.9,37.9,41.7,908,12225,92750,385244,0,0,0,0,0.0,388745,0,13927,1164,15267,30778,11.28,0.026,0,6401,5114,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
77802,23288,10066,19435,2183,4106,504,43,214,1415,11007,12281,2.28,157400,53571,34.2,31.5,37.7,842,12881,126411,518132,0,0,0,0,0.0,228660,0,11332,1067,14032,25836,11.744000000000002,0.0,0,5439,3565,6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
78216,40267,18349,31277,2304,21294,1118,88,624,6458,19833,20434,2.17,167300,43249,34.4,33.0,35.9,3006,58795,671019,2692451,0,0,0,0,0.0,2142508,0,19398,3509,22499,42093,14.293,0.054000000000000006,0,6376,11575,19,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
78401,5391,1940,4105,665,3124,22,4,118,603,3155,2236,1.95,60500,24817,39.5,38.3,41.8,788,13018,137876,566138,0,0,0,0,0.0,428185,0,2062,1332,3392,4020,2.155,0.355,0,941,1086,7,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
78503,21706,6279,19218,138,20195,309,22,106,2343,10347,11359,3.41,90300,35554,30.8,29.7,31.9,994,20511,166399,707785,66,774769,797810,23041,3.0,774769,0,7727,1501,9197,26349,17.035999999999998,0.166,0,5725,1286,15,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
78701,6841,3862,5624,570,1002,473,5,94,243,4260,2581,1.44,447100,102112,34.8,36.1,32.4,3044,57566,1189858,4697415,28,1024272,1063130,38858,3.8,1716289,0,6487,2585,9011,9341,1.632,0.102,0,199,5394,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
79701,27728,9364,18439,3202,16580,125,23,433,6416,13563,14165,2.9,102800,55150,30.6,29.5,31.7,1720,25380,455207,1707220,90,136872,140308,3436,2.5,136872,0,11048,2601,13364,32039,11.89,0.0,0,4785,1210,16,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
80124,18020,6978,16044,395,1295,1479,41,122,415,9061,8959,2.58,443900,102656,36.3,35.4,37.3,1042,17836,215743,886996,0,0,0,0,0.0,2543482,0,9324,832,14662,24055,9.484,0.002,0,1559,3929,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
80202,10148,6761,8833,570,818,624,27,165,243,5614,4534,1.39,416700,70806,32.3,33.9,30.4,3289,83306,2088945,7606263,41,600008,619968,19960,3.3,2543482,0,12459,3245,15638,17318,1.12,0.0,0,18,12389,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
80237,17569,9000,14625,1665,1817,942,41,288,685,8541,9028,1.95,340700,66566,38.7,36.9,40.5,960,20802,508256,1878704,41,600008,619968,19960,3.3,2543482,0,11697,697,14453,22809,3.575,0.006999999999999999,912,3721,7289,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
80302,26941,11800,24965,330,1388,1528,51,235,455,14181,12760,2.14,636900,47603,25.0,25.2,24.7,1935,20437,299191,1165736,0,0,0,0,0.0,294567,0,12248,1583,16624,26210,82.572,0.335,0,7105,4544,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
80525,48419,20324,45077,753,4243,1793,107,625,1369,23879,24540,2.32,299400,67419,35.5,34.0,37.3,2201,31295,353779,1513276,0,0,0,0,0.0,299630,0,23636,1947,30677,54835,24.237,1.601,0,4295,4732,4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
80634,52861,20456,46891,711,12464,978,100,950,4929,25569,27292,2.57,210600,62682,36.2,34.6,37.8,1203,15909,179013,662819,0,0,0,0,0.0,252825,0,24642,1258,25535,63329,37.279,0.092,0,10968,4221,6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
80903,15057,6741,12765,1400,2080,434,69,414,789,7526,7531,1.88,201500,37283,32.4,32.9,31.7,1537,18346,219823,910456,0,0,0,0,0.0,645613,0,6849,1880,11783,12876,4.837,0.002,0,4919,1233,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
83340,4682,2263,4023,20,824,71,9,59,578,2424,2258,2.07,657200,51810,44.2,44.2,44.2,627,4740,46224,207405,0,0,0,0,0.0,0,0,85,5,6954,175,555.793,2.994,4491,14,0,5,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
83702,22293,10560,21124,387,984,755,59,325,334,11393,10900,2.02,314800,54155,37.6,38.5,36.6,1756,24480,339466,1379008,0,0,0,0,0.0,616561,0,11463,2050,13409,23155,40.687,0.152,0,8263,1958,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
84060,7596,2901,6323,68,1821,194,27,53,1109,4013,3583,2.6,879700,106167,37.4,36.9,38.2,877,14696,122731,425718,36,36324,37594,1270,3.5,0,0,2088,338,7344,5428,28.056,0.243,1689,1218,434,3,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
84111,10744,5799,8442,499,2349,554,143,373,1198,5629,5115,1.78,188600,32955,32.9,33.0,32.8,1394,25003,441384,1802203,0,0,0,0,0.0,1124197,0,6878,1303,8106,12242,1.4340000000000002,0.0,0,1592,4336,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
84403,36582,12952,31125,857,7284,966,244,625,4095,18177,18405,2.79,181900,57170,30.7,29.9,31.7,855,11577,117424,525085,0,0,0,0,0.0,547184,0,13306,688,13795,37123,36.01300000000001,0.013,0,10577,1081,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
85016,33896,15969,25248,2000,10684,1276,104,1614,5017,16976,16920,2.11,232100,51245,37.5,37.1,37.8,2453,53571,845745,3368258,0,0,0,0,0.0,4192887,0,19196,2184,22780,40503,9.035,0.078,0,6815,11064,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
85251,34390,17860,30098,1220,5837,1072,121,816,2237,16980,17410,1.91,258100,52453,37.4,35.3,39.9,2329,35480,425914,1685687,0,0,0,0,0.0,4192887,0,23391,2472,26876,44676,7.355,0.049,0,7173,12942,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
85718,27367,13018,24559,555,3001,1803,70,266,789,12970,14397,2.08,447600,81574,51.6,50.8,52.3,1011,11993,111274,474889,0,0,0,0,0.0,980263,0,14479,648,14839,30116,38.101,0.0,0,8447,4321,6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
86336,11320,5675,10413,90,1509,262,27,134,604,5289,6031,1.99,418800,56294,56.6,56.0,57.0,774,7449,51150,222999,0,0,0,0,0.0,211033,0,6278,813,6690,12493,225.676,0.05,0,4168,419,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
87110,38587,17814,30756,1392,13783,1446,100,2269,4430,18609,19978,2.15,179700,50566,42.1,40.4,44.1,2028,28705,250955,1061988,0,0,0,0,0.0,887077,0,18435,2794,29575,39635,8.634,0.004,0,12689,1814,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
87501,15147,8252,13547,215,4728,294,32,380,1228,7023,8124,1.82,386100,59138,52.7,50.7,54.4,1279,12898,113968,493161,0,0,0,0,0.0,144170,0,8829,1685,10384,16068,79.796,0.094,0,6145,739,4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
89074,47095,18379,38013,3170,6699,4642,697,573,2616,23019,24076,2.55,218900,68249,39.7,38.5,40.8,1256,16299,206983,854872,0,0,0,0,0.0,1951269,0,21879,949,22264,55791,8.976,0.0,0,1080,5088,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
89135,24144,10204,19191,1303,2052,3644,222,231,586,11681,12463,2.37,354800,84703,43.0,42.6,43.4,767,21199,216635,928939,0,0,0,0,0.0,1951269,0,13290,431,17447,31497,45.591,0.0,0,3507,1836,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
89509,33395,15549,28505,871,5148,1823,223,602,2507,16466,16929,2.13,327500,52376,43.8,42.1,45.3,1125,12525,108880,482507,0,0,0,0,0.0,425417,0,16642,1145,20375,35447,8.948,0.037000000000000005,0,10126,3152,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
90067,2424,1510,2131,28,88,294,10,6,19,1074,1350,1.61,1077900,120208,65.3,64.7,65.9,2625,51908,1290859,4973975,0,0,0,0,0.0,0,9818605,1885,1218,3343,3034,0.328,0.0,46,148,1735,16,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
90071,15,0,9,5,5,1,0,0,0,13,2,0.0,0,0,45.5,45.5,36.5,1127,37007,1327334,5423001,0,0,0,0,0.0,0,9818605,0,732,1007,0,0.123,0.0,251,0,0,16,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
90212,11555,5567,9875,402,681,1521,51,84,228,5211,6344,2.08,1578800,100183,41.2,40.5,41.8,2336,15952,401935,1718219,0,0,0,0,0.0,0,9818605,6059,1495,8397,12602,0.955,0.0,572,2421,3605,16,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
90740,23729,12830,20476,387,2286,2776,154,211,638,10423,13306,1.83,304800,59875,57.5,53.7,60.6,672,11086,193972,723396,0,0,0,0,0.0,0,3010232,13799,594,16228,25252,8.774,0.76,1369,11095,1948,15,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
91101,20460,10869,11572,1915,5586,4927,72,271,2712,9926,10534,1.86,452300,61473,33.7,33.2,34.3,1971,26039,508626,2115864,0,0,0,0,0.0,0,9818605,11053,2135,13139,20558,1.325,0.0,0,1359,9219,15,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
91361,20438,8374,18308,319,1644,1730,67,117,577,9854,10584,2.43,832600,109966,47.6,46.4,48.7,1506,14780,285144,1129031,0,0,0,0,0.0,823318,0,8556,1355,10925,20791,33.503,0.657,0,6112,1071,16,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
91436,14372,5552,13115,370,850,1127,50,44,215,6890,7482,2.57,1062800,137683,46.5,46.2,46.8,3352,36011,358170,1865159,0,0,0,0,0.0,0,9818605,5759,1602,7233,14800,5.6960000000000015,0.054000000000000006,0,4777,636,16,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
92037,46781,17512,37354,815,4326,8738,167,299,1373,22678,24103,2.16,1182500,102297,34.7,33.0,36.4,2474,34829,562420,2307493,0,0,0,0,0.0,3095313,0,18800,2175,20639,40608,13.078,2.018,0,10096,5685,19,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
92101,37095,20599,27406,3952,7450,3471,233,735,3145,22255,14840,1.47,485500,57209,37.3,38.3,35.6,4192,71601,1015216,3972350,0,0,0,0,0.0,3095313,0,24738,4175,28536,36364,4.715,0.207,0,896,22160,19,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
92128,47490,20263,34851,1409,4007,11599,288,385,1264,22379,25111,2.33,545900,96026,42.3,40.5,44.1,1230,17559,273796,1049247,0,0,0,0,0.0,3095313,0,20966,1021,32471,48850,11.166,0.008,0,7809,7038,19,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
92130,48940,17528,35291,644,3692,13802,183,278,936,23932,25008,2.79,890000,136855,37.6,37.2,38.0,1825,19122,490136,1903346,0,0,0,0,0.0,3095313,0,21445,842,27241,59831,18.437,0.025,0,3123,6185,19,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
92210,4677,2602,4501,38,182,107,7,32,47,2132,2545,1.8,658800,96201,67.1,68.2,66.4,199,4759,42327,161528,0,0,0,0,0.0,4224851,0,4138,140,13392,7448,13.055,0.18600000000000005,0,3035,298,17,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
92373,33423,13868,26233,1820,6509,3633,204,540,2748,15762,17661,2.36,396800,61947,39.7,38.5,40.7,1237,18488,220134,958470,0,0,0,0,0.0,4224851,0,14552,1413,16340,34342,40.689,0.256,292,8442,2527,16,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
92501,20970,6535,12524,2371,10865,1163,175,505,5431,10789,10181,2.99,231300,52041,31.4,31.1,31.8,756,12825,172488,701836,0,0,0,0,0.0,4224851,0,7115,1203,8008,21273,5.7010000000000005,0.271,0,4375,941,17,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
92618,16366,7202,9348,402,1717,6714,104,150,565,8252,8114,2.2,658200,100100,33.8,33.2,34.3,3586,88002,1813491,7262984,0,0,0,0,0.0,0,3010232,21303,3198,24467,46866,21.169,0.039,0,1777,7808,18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
92660,34797,15158,31181,400,2504,3264,128,234,680,16839,17958,2.29,1471000,117263,44.2,43.4,45.0,3892,52553,1113173,4891457,0,0,0,0,0.0,0,3010232,16188,3184,18322,37070,9.758,1.086,0,9108,4755,18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
92821,35533,13062,25522,722,9198,6661,204,441,3687,17338,18195,2.72,564600,82603,38.7,37.1,40.2,2214,47610,628998,2534892,0,0,0,0,0.0,0,3010232,14936,2523,16664,40625,10.539,0.018000000000000002,0,8352,2390,16,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
93101,31683,12538,23345,798,15632,1381,115,720,6872,15998,15685,2.49,734800,53730,31.6,31.1,32.3,2100,24218,293524,1244062,0,0,0,0,0.0,0,0,12759,2994,14968,31769,3.43,0.0,0,6377,4656,12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
93311,40829,13542,26437,2859,12215,6198,213,812,6496,19997,20832,2.99,277800,89521,32.7,31.8,33.7,668,10703,187376,680470,0,0,0,0,0.0,839631,0,16775,518,21550,50157,169.486,0.642,0,251,1370,14,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
93704,27156,10830,18682,1682,10401,1726,124,769,5815,13125,14031,2.5,212500,50054,37.0,34.4,39.5,614,5130,63174,252942,0,0,0,0,0.0,930450,0,11304,688,13728,28260,5.481,0.0,0,8148,2088,11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
93923,12073,5921,11327,94,653,632,33,111,208,5521,6552,2.03,983200,91863,58.9,57.7,59.7,540,5040,54212,218990,0,0,0,0,0.0,415057,0,5982,638,6218,12143,128.976,3.841,0,4498,532,9,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
94025,40526,15388,30441,1972,7715,5080,640,472,3958,19730,20796,2.56,1506200,131854,39.0,38.2,39.6,1727,37144,2139778,9257638,0,0,0,0,0.0,4335391,1523686,16344,1705,18020,41840,11.753,0.001,0,11571,4217,8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
94104,406,207,146,14,31,226,0,5,22,218,188,1.85,1593800,51500,47.6,47.4,47.8,2149,46399,2085251,7349911,0,0,0,0,0.0,4335391,1523686,210,2046,3018,388,0.078,0.0,294,1,209,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
94105,5846,3586,3533,173,347,2223,42,36,108,3287,2559,1.6,790100,195165,35.5,36.4,34.3,2382,95859,4235452,13989883,0,0,0,0,0.0,4335391,1523686,8075,2001,9878,12920,0.369,0.081,0,17,8015,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
94304,3627,1872,2480,91,174,1077,17,19,65,1745,1882,1.85,1657500,105320,39.6,38.4,41.3,455,61340,2311822,9072835,0,0,0,0,0.0,1836911,0,2206,434,3725,4081,6.497999999999998,0.018000000000000002,0,107,2010,7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
94402,23981,9422,17521,452,3513,5300,328,195,1586,11638,12343,2.52,1167900,128163,42.2,40.9,43.6,1020,14552,320852,1295424,0,0,0,0,0.0,4335391,1523686,10051,1075,12413,25328,4.8610000000000015,0.0,685,7476,2454,8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
94558,66830,24275,53667,903,21625,2205,292,1103,11067,33449,33381,2.68,523500,77299,41.1,39.5,42.7,1712,24785,332292,1382019,0,0,0,0,0.0,136484,0,25889,1580,28676,69382,355.76,30.447,1051,19578,3547,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
94597,20277,9541,16020,668,2174,3546,111,248,841,9750,10527,2.1,633600,93927,39.2,37.6,40.7,603,9838,264897,969992,0,0,0,0,0.0,4335391,2559296,11090,582,12087,23289,3.915,0.0,183,5237,5001,5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
94941,30496,13172,27588,521,1552,2697,105,304,554,14417,16079,2.29,1120500,131703,45.5,45.2,45.8,1196,8014,126200,527939,0,0,0,0,0.0,4335391,252409,13227,1118,14168,30289,22.233,0.723,0,9932,2325,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
95032,25089,10147,21130,352,1920,3911,135,281,592,12107,12982,2.45,1205600,124298,43.7,42.6,44.5,1028,12001,311007,1416365,0,0,0,0,0.0,1836911,0,10787,1010,12370,26428,15.886,0.138,467,7919,1163,7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
95113,893,575,405,141,119,304,6,20,49,474,419,1.52,654100,96711,38.0,35.6,43.5,983,18069,354188,1453442,0,0,0,0,0.0,1836911,0,1407,1249,7772,2138,0.341,0.0,0,6,1335,7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
95348,30805,10173,18458,2749,12924,5267,155,753,5309,14928,15877,2.99,181500,41741,28.0,26.8,29.3,455,6444,47393,206667,0,0,0,0,0.0,255793,0,11641,523,12010,34806,47.504,0.102,0,2912,1783,10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
95661,29791,11704,25869,781,3918,2540,145,516,1307,14092,15699,2.51,373600,78154,40.3,38.4,41.8,1742,34106,502971,2123431,91,348432,357138,8706,2.5,2149127,0,12817,1731,17552,32170,9.002,0.001,481,4042,3241,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
95815,24680,8754,14084,3568,9690,2676,382,971,5014,12454,12226,2.79,136400,29870,31.1,31.2,31.0,1126,22697,237416,971937,0,0,0,0,0.0,2149127,0,9456,1583,11713,26382,7.847,0.397,0,6109,1762,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
97035,23912,10649,21581,335,1031,2191,135,279,302,11410,12502,2.24,435500,80551,43.3,41.4,44.8,1462,18309,328917,1330267,0,0,0,0,0.0,2226009,0,11035,1049,13903,24718,6.032,0.103,460,5592,2056,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
